Stewartstown|York|PA|17363|71000|160|2400
Littlestown|Adams|PA|17340|77034|150|3000
Philadelphia|Philadelphia|PA|19128|80803|117|3700
Philadelphia|Philadelphia|PA|19124|38293|180|2500
La Plata|Charles|MD|20646|119306|155|1150
